"CountSettlement","CountCity","CountRoad","SumWoodDiceWeight","SumBrickDiceWeight","SumPastureDiceWeight","SumStoneDiceWeight","SumGrainDiceWeight","CountPortWood","CountPortBrick","CountPortPasture","CountPortStone","CountPortGrain","CountHandWood","CountHandBrick","CountHandPasture","CountHandStone","CountHandGrain","CountDevCardsKnight","CountDevCardsMonopoly","CountDevCardsYearOfPlenty","CountDevCardsRoadBuilding","CountDevCardsVictoryPoint","CountVictoryPoint","WonGame"
0,2,11,4,0,4,10,10,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,1
2,0,2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1
2,0,4,0,3,3,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
3,0,5,0,6,7,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,3,2,0,2,0,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,11,8,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
2,0,6,11,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,3,5,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,7,16,0,5,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,1
2,0,7,4,1,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,1,11,4,5,0,8,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2,1,7,0,3,2,5,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1,1,11,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,0,12,2,9,7,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
2,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
2,0,3,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2,0,9,9,6,10,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,0,0,0,1
0,2,3,0,0,4,18,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
2,0,4,2,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,8,4,6,9,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1
1,1,2,0,12,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0,5,4,0,3,5,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
2,0,5,0,1,2,0,4,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,1
2,1,6,4,10,8,12,5,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,1
2,0,4,0,5,3,0,4,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1
3,0,7,7,3,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,1,7,0,8,0,2,13,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1
2,0,2,6,0,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1
3,0,8,0,4,3,4,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2,0,3,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
2,0,6,9,0,5,0,5,0,0,0,0,0,2,2,0,3,0,0,0,0,1,0,0,1
1,1,3,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,0,8,1,3,3,2,4,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1
2,0,7,0,4,5,0,10,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1
2,0,7,10,0,5,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2,0,2,1,0,0,4,2,0,0,0,0,1,1,1,0,4,1,0,0,0,0,1,0,1
2,0,3,1,3,3,2,0,0,0,0,0,0,6,6,4,1,0,1,0,0,0,1,0,1
2,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3,2,14,10,12,9,8,15,0,0,0,1,0,3,3,0,0,3,1,0,1,1,1,0,1
3,0,6,14,0,3,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,2,0,1
0,2,4,0,0,0,8,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0,2,5,10,0,0,12,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2,0,6,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,5,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,0,7,4,10,3,4,4,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1
2,0,11,5,4,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1
2,0,4,5,0,0,0,7,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1
2,0,7,0,8,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1,1,8,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,1,3,1,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,2,3,12,0,0,4,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2,0,3,0,4,5,2,9,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1
2,0,5,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2,0,6,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2,0,5,0,11,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,0,6,1,3,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,6,0,14,6,2,8,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1
1,1,2,0,0,0,2,10,0,0,0,0,0,1,1,4,0,1,2,0,0,0,1,0,1
2,0,4,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,0,7,2,4,8,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,3,9,0,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,4,5,0,0,0,5,0,0,0,0,0,2,2,0,0,0,1,1,0,0,1,0,1
2,0,9,0,5,5,0,4,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,1
2,0,6,0,2,12,0,9,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
2,0,2,3,0,4,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,9,2,0,16,8,0,0,0,0,0,0,1,1,0,1,0,2,0,1,2,0,0,1
3,0,7,11,2,4,0,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,1
2,0,3,0,0,4,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1
2,0,4,7,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2,0,14,8,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,3,7,6,4,34,8,8,0,0,0,0,0,1,1,5,0,0,5,1,1,0,2,0,1
2,0,3,2,0,3,0,5,0,0,1,0,0,2,2,0,3,1,4,0,0,0,1,0,1
2,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3,0,7,3,4,15,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,8,13,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3,0,5,5,4,3,0,0,1,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,1
1,1,6,7,2,0,4,18,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
2,0,7,0,0,4,1,5,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,0,1
3,0,9,9,2,0,5,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,1
1,1,5,0,6,8,8,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,1
1,1,7,6,0,8,8,5,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,0,1
2,0,4,2,0,0,0,9,0,0,0,1,0,1,1,1,2,0,1,0,0,0,1,0,1
2,0,11,5,4,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2,0,4,0,2,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,4,19,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1
2,0,3,2,0,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,5,2,2,0,0,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,7,2,0,8,0,5,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,1
2,0,14,3,2,3,4,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,1
2,0,6,0,4,12,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
3,0,3,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,11,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1
2,0,6,6,0,5,0,9,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
2,1,14,3,8,16,5,4,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1
2,0,3,0,0,11,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1
2,0,8,5,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,3,0,2,5,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0,2,8,10,4,0,8,8,0,0,0,0,0,5,5,0,1,1,2,0,0,0,1,0,1
1,2,6,0,4,34,8,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,1
2,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,6,5,4,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,4,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,5,0,2,5,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1
2,1,13,2,10,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
4,0,8,4,4,8,0,6,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
2,0,5,4,0,6,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,2,2,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
3,0,5,4,0,7,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,8,4,5,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,3,0,4,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1
2,0,6,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,3,0,5,1,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1
2,0,5,0,8,0,8,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1
0,2,6,4,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,5,0,13,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1
4,0,14,8,14,3,6,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1
2,0,4,0,0,2,0,3,0,1,0,0,1,0,0,2,0,0,2,1,0,1,0,0,1
2,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1
2,0,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,3,0,0,0,8,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1
3,0,9,4,0,6,3,5,0,0,1,1,0,0,0,0,0,0,3,1,1,1,2,0,1
2,0,7,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
2,0,3,0,5,2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1
0,3,13,16,8,0,10,16,0,0,0,0,0,0,0,1,1,0,2,1,0,1,2,0,1
2,0,3,0,0,2,0,0,1,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1
2,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,4,0,5,4,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1
2,0,5,2,0,4,6,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1
0,2,5,4,10,0,6,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2,0,4,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
2,0,4,0,0,6,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1
2,0,12,2,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,4,2,0,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,3,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,4,8,0,4,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1
0,2,2,0,8,0,16,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,5,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1
3,0,8,4,5,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,0,5,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
3,0,3,0,4,0,0,3,1,0,0,0,1,0,0,0,1,3,1,0,0,0,1,0,1
2,1,12,12,8,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,1,5,0,10,3,6,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1
1,1,7,8,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
1,1,7,0,8,2,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1
0,2,5,0,0,0,4,12,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
2,0,3,0,0,3,2,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
2,0,3,0,0,3,4,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1
2,0,3,1,0,7,5,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,1,0,1
2,0,13,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,1,6,0,4,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,1,4,2,8,11,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2,0,7,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,0,10,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,6,0,5,3,0,4,0,1,0,0,0,0,0,2,0,0,1,0,2,2,2,0,1
2,1,8,5,0,6,0,16,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1
1,1,6,1,4,0,4,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1
2,0,13,4,5,0,4,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2,0,2,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0,3,0,0,3,0,2,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1
2,0,4,0,5,2,2,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1
1,1,5,0,0,10,4,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1
3,0,12,9,5,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,3,0,0,9,0,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
2,0,4,0,9,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,3,0,4,3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,0,8,7,8,6,5,3,1,0,0,0,0,0,0,0,3,0,3,0,1,0,2,0,1
2,0,2,0,0,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,3,0,0,2,2,7,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,1
2,0,4,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,13,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,5,0,4,0,2,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,1
4,0,11,10,4,8,6,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,1
2,0,7,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,3,0,4,4,2,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1
3,0,7,7,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
2,0,6,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,5,0,10,0,5,5,0,0,0,0,1,0,0,0,3,0,3,0,1,0,1,0,1
1,1,13,9,5,6,10,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1
2,0,2,0,0,7,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
0,2,5,0,0,0,8,16,0,0,0,0,0,2,2,0,0,0,1,0,0,1,1,0,1
2,0,3,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1
2,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,8,5,4,5,5,6,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1
3,0,7,1,3,8,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
1,1,4,0,4,0,4,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1
3,0,6,0,6,4,2,5,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
2,0,10,5,4,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
1,1,6,10,4,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,5,1,0,1,5,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1
3,0,8,1,7,1,0,6,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1
2,0,6,8,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,1,2,0,0,3,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2,0,6,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,5,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,0,9,2,11,3,2,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,1
2,0,6,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
2,0,4,0,2,0,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,2,6,0,6,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
3,0,9,8,2,0,0,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
1,1,4,0,4,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2,0,3,0,0,4,2,2,0,1,0,0,0,0,0,4,0,0,4,0,1,0,1,0,1
0,2,4,0,0,2,10,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1
2,0,11,1,3,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2,0,4,0,2,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,2,13,6,4,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2,0,8,5,2,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
0,2,4,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1
2,0,5,0,0,4,2,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1
2,0,6,0,7,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0,3,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
4,0,12,6,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2,0,4,3,0,7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
0,2,4,0,0,2,10,16,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1
1,1,6,3,0,0,10,16,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1
3,0,7,6,0,8,2,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1
2,0,5,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
1,1,7,0,4,2,10,8,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1
2,0,2,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1
1,1,5,0,2,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2,0,4,0,0,7,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1
3,0,7,7,0,4,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,2,7,8,0,0,8,8,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1
1,1,5,9,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
2,0,5,0,10,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2,0,4,2,8,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0,2,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2,0,4,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1
1,1,2,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2,0,0,0,11,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,1
2,0,4,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2,0,4,0,0,2,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
3,0,8,4,5,3,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,2,0,10,0,4,10,0,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,1
2,0,7,2,5,1,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
3,0,5,2,8,7,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1
2,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
4,0,10,7,10,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,6,2,8,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,6,2,3,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,3,0,0,2,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,0,5,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
2,0,5,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,2,5,0,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0,9,3,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,1
2,0,5,2,8,2,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,1
2,0,5,0,0,2,0,9,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1
0,2,7,6,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
2,0,7,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,6,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,4,0,0,0,6,28,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1
2,0,7,0,5,8,3,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1
2,0,4,0,5,1,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,9,6,0,2,1,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
2,0,5,0,3,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2,0,7,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,3,0,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1
1,1,4,15,0,0,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1
1,1,5,4,5,6,0,5,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1
2,0,8,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
3,0,7,12,0,6,0,9,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1
2,0,2,5,0,4,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,3,2,0,4,2,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1
4,0,9,5,3,9,2,5,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
0,2,6,0,0,0,10,8,0,0,0,0,1,2,2,0,1,0,0,0,0,0,1,0,1
2,0,3,12,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1
2,0,3,5,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,5,0,6,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,13,6,10,0,20,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,2,2,0,6,0,6,4,0,0,0,0,0,2,2,1,0,3,0,0,0,0,0,0,1
2,0,4,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
